Classifier,Class,Fold,Accuracy,Precision,Recall,F1 Score,Matthews Correlation Coefficient,Cohen Kappa,True Positive Rate (TPR),True Negative Rate (TNR),False Positive Rate (FPR),False Negative Rate (FNR),Training Time (s),Testing Time (s)
RNN,24,1.5,0.9832042077860577,0.0,0.0,0.0,-0.0006355559099472461,-9.094564322498222e-05,0.0,0.9999534883720884,4.651162790697653e-05,0.9999999999997269,14.265851140022278,1.1555986404418945
RNN,25,1.5,0.9997029313119401,0.9893553797960499,0.9952561616502262,0.9922965392394596,0.9921498797605834,0.9921450833689223,0.9952561616499902,0.9997903063929394,0.0002096936070559269,0.0047438383497726425,14.265851140022278,1.1555986404418945
RNN,26,1.5,0.9970064643329587,0.27083333333333337,0.24391357273280584,0.23552465233881165,0.2429234799532519,0.23449096725803303,0.24391357273234784,0.99903785943833,0.0009621405616655095,0.7560864272659023,14.265851140022278,1.1555986404418945
RNN,27,1.5,0.9981261833265143,0.0,0.0,0.0,-0.00027061643849179284,-0.00016411141289374154,0.0,0.999908450059503,9.154994049253827e-05,0.9999999999974086,14.265851140022278,1.1555986404418945
RNN,28,1.5,0.9999771491248115,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.49999999995,14.265851140022278,1.1555986404418945
RNN,29,1.5,0.9981947411739434,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999954,0.0,0.9999999999974647,14.265851140022278,1.1555986404418945
RNN,30,1.5,0.9999542972052502,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999,14.265851140022278,1.1555986404418945
RNN,31,1.5,0.9999542961608775,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.499999999975,14.265851140022278,1.1555986404418945
RNN,32,1.5,0.9992230556223722,0.25,0.32142857142857145,0.28125,0.28321812211670966,0.28104900212874595,0.3214285714262755,0.9997713303081022,0.00022866969189327767,0.6785714285675215,14.265851140022278,1.1555986404418945
RNN,33,1.5,0.9998857435353119,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999956,0.0,0.9999999999583333,14.265851140022278,1.1555986404418945
